0.0,0.0,0.9921147040672601
0.0,0.1,1.1016062458902292
0.0,0.2,1.2439193237402102
0.0,0.3,1.3902321669635695
0.0,0.4,1.560094423834372
0.0,0.5,1.7583234255830242
0.0,0.6,1.9593137731946906
0.0,0.7,2.19028486078293
0.0,0.8,2.4322396057814277
0.0,0.9,2.707665729207808
0.0,1.0,3.0018489741021184
0.1,0.0,1.1085940453583356
0.1,0.1,1.2261738120650576
0.1,0.2,1.3761051711593832
0.1,0.3,1.5318114303998724
0.1,0.4,1.711975952329988
0.1,0.5,1.9109056617459164
0.1,0.6,2.124618234281586
0.1,0.7,2.366184449531303
0.1,0.8,2.6349725616351303
0.1,0.9,2.9164102343257
0.1,1.0,3.2049296204577815
0.2,0.0,1.2325700030615618
0.2,0.1,1.3644326522540031
0.2,0.2,1.5242358504132456
0.2,0.3,1.6910920987885203
0.2,0.4,1.881606288643043
0.2,0.5,2.0978434139157836
0.2,0.6,2.3159806821095614
0.2,0.7,2.572911624799464
0.2,0.8,2.832037425852528
0.2,0.9,3.1322507483971247
0.2,1.0,3.445966820502215
0.3,0.0,1.3845167744213092
0.3,0.1,1.5304218570804868
0.3,0.2,1.6946077749207327
0.3,0.3,1.861868807202233
0.3,0.4,2.0690796873785486
0.3,0.5,2.291269873776883
0.3,0.6,2.5211363874210098
0.3,0.7,2.7895065750350128
0.3,0.8,3.075854853642668
0.3,0.9,3.3621115380342004
0.3,1.0,3.6978246929935814
0.4,0.0,1.5569290693671751
0.4,0.1,1.718257051140117
0.4,0.2,1.8833095965442463
0.4,0.3,2.0641031148666924
0.4,0.4,2.287162201560257
0.4,0.5,2.513180373324573
0.4,0.6,2.7565254274443247
0.4,0.7,3.0366173204192513
0.4,0.8,3.315325585835926
0.4,0.9,3.633522810743094
0.4,1.0,3.9687382107585827
0.5,0.0,1.7516935042801038
0.5,0.1,1.9060070619501432
0.5,0.2,2.0967876835055317
0.5,0.3,2.2902636701633616
0.5,0.4,2.502073755202902
0.5,0.5,2.7459951298405505
0.5,0.6,3.014911108641446
0.5,0.7,3.2928037221575086
0.5,0.8,3.595565049161989
0.5,0.9,3.909101244871671
0.5,1.0,4.243361926963468
0.6,0.0,1.952299382364723
0.6,0.1,2.128596212241404
0.6,0.2,2.314537799887782
0.6,0.3,2.5326517228236303
0.6,0.4,2.752542651221609
0.6,0.5,3.006474955426961
0.6,0.6,3.270468553659567
0.6,0.7,3.5732283421806033
0.6,0.8,3.87597306017336
0.6,0.9,4.201662150218244
0.6,1.0,4.567275303213531
0.7,0.0,2.1837497345587975
0.7,0.1,2.3783165815484706
0.7,0.2,2.576124237666613
0.7,0.3,2.787987739212426
0.7,0.4,3.0206206882850695
0.7,0.5,3.2951177877220874
0.7,0.6,3.577211975092197
0.7,0.7,3.861300499165542
0.7,0.8,4.188039543716158
0.7,0.9,4.520380618722038
0.7,1.0,4.8919079889158095
0.8,0.0,2.4477114202168697
0.8,0.1,2.6238547926059703
0.8,0.2,2.8481890507570475
0.8,0.3,3.0792003203718
0.8,0.4,3.326352571670088
0.8,0.5,3.595675728393684
0.8,0.6,3.87689305525462
0.8,0.7,4.198020607406999
0.8,0.8,4.518439806882725
0.8,0.9,4.870544055610957
0.8,1.0,5.23068770978599
0.9,0.0,2.705200571224321
0.9,0.1,2.901236953730235
0.9,0.2,3.1360327120431832
0.9,0.3,3.3636290215787144
0.9,0.4,3.6316202008589697
0.9,0.5,3.904773612985111
0.9,0.6,4.21511986514908
0.9,0.7,4.539746167249975
0.9,0.8,4.879803978091564
0.9,0.9,5.229716110221388
0.9,1.0,5.619636125696946
1.0,0.0,3.0019917638631526
1.0,0.1,3.210601648025459
1.0,0.2,3.4427169780444054
1.0,0.3,3.6839768044625716
1.0,0.4,3.954067362942241
1.0,0.5,4.252951174256397
1.0,0.6,4.557918786261903
1.0,0.7,4.89429832544983
1.0,0.8,5.235034781082234
1.0,0.9,5.602235475385812
1.0,1.0,5.9964691549313605
